"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","response","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","runnerFPS","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","currentTrial","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"","","","","","html-keyboard-response","49","167042","0.0-9.0-0.16","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","53.87121399999972","322.3","296.07114317029976","371.46","3","17","","",""
"","","","","","html-keyboard-response","50","170220","0.0-9.0-1.16","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","293.00394974316697","270.99081307837656","3177.8000000715256","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","50","170220","0.0-9.0-1.16","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","293.00394974316697","270.99081307837656","3177.8000000715256","","","","","","","","","","17","4","500","350"
"","","","","","html-keyboard-response","51","173229","0.0-9.0-0.17","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","55.90271500000002","322.3","356.42114317029973","357.87","4","18","","",""
"","","","","","html-keyboard-response","52","175797","0.0-9.0-1.17","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","693.9906718270062","353.99639650328186","2566.8000000715256","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","52","175797","0.0-9.0-1.17","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","693.9906718270062","353.99639650328186","2566.8000000715256","","","","","","","","","","18","6","625","350"
"","","","","","html-button-response","53","177767","0.0-10.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","1962","","","","","","","","","","","","","0","","","","<p><span style = ""font-size:40px;"">BREAK</span></p><p>You are doing great! Click 'Next' when you are ready for the next set.</p>","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","54","180781","0.0-11.0-0.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","51.851546999999265","500","453.67114317029973","210.33","5","19","","",""
"","","","","","html-keyboard-response","55","183813","0.0-11.0-1.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","541.0099999428214","286.0000338166938","3029.899999976158","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","55","183813","0.0-11.0-1.0","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","541.0099999428214","286.0000338166938","3029.899999976158","","","","","","","","","","19","5","625","250"
"","","","","","html-keyboard-response","56","186824","0.0-11.0-0.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","50.82010000000009","322.3","356.42114317029973","357.87","4","20","","",""
"","","","","","html-keyboard-response","57","189557","0.0-11.0-1.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","336.00999644408313","290.99973334349306","2731.7999999523163","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","57","189557","0.0-11.0-1.1","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","336.00999644408313","290.99973334349306","2731.7999999523163","","","","","","","","","","20","5","625","250"
"","","","","","html-keyboard-response","58","192577","0.0-11.0-0.2","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","47.777380000000385","322.3","296.07114317029976","371.46","3","21","","",""
"","","","","","html-keyboard-response","59","195231","0.0-11.0-1.2","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","302.00980571169583","270.0019616365968","2653.100000023842","","","","","","","","","","","","",""
