"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","view_history","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","obstacle_idx","obstacle_initial_x","obstacle_initial_y","final_to_initial_distance","initial_to_groundTruth_distance","final_to_groundTruth_distance","finalInBetweenInitGround"
"","","","","","html-keyboard-response","76","333149","0.0-8.0-1.12","","","","","","","","","","reconstruct","","","","","","549.0099994613407","295.0001037925542","4260.800000011921","","","","","","","","","6","625","350","93.80548366004646","146.33465617895396","77.845484888573","true"
"","","","","","html-keyboard-response","77","336153","0.0-8.0-0.13","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","78","339115","0.0-8.0-1.13","","","","","","","","","","","","","","","","650.9999297864097","294.9900002465005","2961.5","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","78","339115","0.0-8.0-1.13","","","","","","","","","","reconstruct","","","","","","650.9999297864097","294.9900002465005","2961.5","","","","","","","","","6","625","350","60.84485534355596","267.03201644646543","276.1453699468127","false"
"","","","","","html-keyboard-response","79","342121","0.0-8.0-0.14","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","500","453.67114317029973","210.33","5","","","","","","",""
"","","","","","html-keyboard-response","80","344766","0.0-8.0-1.14","","","","","","","","","","","","","","","","499.0000000037703","283.99","2644.0999999940395","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","80","344766","0.0-8.0-1.14","","","","","","","","","","reconstruct","","","","","","499.0000000037703","283.99","2644.0999999940395","","","","","","","","","4","500","350","66.01757417530925","147.15322584009792","86.48988878377213","true"
"","","","","","html-keyboard-response","81","347769","0.0-8.0-0.15","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","604.4000000000001","667.6211431702998","201.78","9","","","","","","",""
"","","","","","html-keyboard-response","82","352649","0.0-8.0-1.15","","","","","","","","","","","","","","","","383.9928771300446","328.00701888335834","4879.399999976158","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","82","352650","0.0-8.0-1.15","","","","","","","","","","reconstruct","","","","","","383.9928771300446","328.00701888335834","4879.399999976158","","","","","","","","","3","500","250","139.7953774329951","174.4190816330545","310.4484717198355","false"
"","","","","","html-keyboard-response","83","355657","0.0-8.0-0.16","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","500","510.8711431702997","369.03","8","","","","","","",""
